地点,薪资,职位,岗位需求
成都,4K-6K,javaweb初级工程师：,"['熟悉', '数据库', 'javaweb', 'javacore3', 'mysql', 'nosql', 'spring', 'springmvc', 'springboot', '经验', '以上学历', '大专', '手写', '出差', '初级', '热爱', '存储', '工程师', '全家', '具备']"
西安-雁塔区,5K-10K,java中级开发工程师---西安,"['精通', '设计', 'Java', '经验', '无障碍', '数据库', '编码', '独立', '编写', '优先', '设计模式', '具备', 'framework', 'J2EE', 'SSH', 'SQL', '岗位职责', '认真负责', '开发', '技术难题']"
长沙,10K-20K,java开发工程师（高级）,"['开发', '系统', '设计', '参与', '代码', '熟练', '指导', '技术人员', '开发人员', '项目', 'JAVA', 'JFinal', '技术', '经验', '熟练掌握', '主流', '业务', '能力', '编程', '熟悉']"
成都,6K-8K,java开发工程师,"['熟悉', '数据库', '能力', '框架', '具备', '开发进度', '任务分配', '计算机相关', 'java', 'ssh', 'ajax', 'javascript', 'html', 'mysql', 'netty', 'webservice', 'linux', '岗位职责', '软件设计', '理解能力']"
杭州-江干区,10K-15K,java开发工程师,"['技术', '开发', '优先', '金融', '代码', '经验', '模块', '公司', '科技', '精通', '实时', '英文', '项目', '团队', '计算机专业', '熟悉', '大型软件', 'FinTech', 'VC', '2.3']"
厦门,2.5K-4K,JAVA开发工程师(实习),"['熟悉', '计算机相关', 'JAVA', 'J2EE', 'Javascript', 'CSS', 'Html', 'Web', 'struts', 'spring', 'SpringMVC', 'Struts2', 'Hibernate', 'Mybatis', 'java', 'ORACLE', 'MySql', 'Eclipse', 'TOMCAT', '应用服务器']"
常德,3.5K-7K,java工程师,"['熟悉', '熟练', 'sql', '优先', '薪资', '数据库', '经验', '福利', '生日', '前端', '框架', '双休', '常用', '不扣', '春节假期', '工资', '考勤', '年终奖金', '打卡', '带薪']"
北京,4K-8K,初级JAVA软件开发工程师,"['经验', '熟悉', 'Java', '无障碍', '文档', '具备', '算法', '设计', '精通', '编写', '数据挖掘', '设计模式', '专业本科', '2.2', 'JAVA', 'framework', 'java', 'J2EE', 'Hibernate', 'Spring']"
哈尔滨,5K-8K,java开发工程师,"['补助', '餐车', '双休', '五险', 'Java', 'spring', '岗位', '开发', '熟练掌握', '项目经理', '熟悉', '高寒', '节日', '主流', '语言', '基本工资', '年终奖金', '法休', '专业本科', 'Eclipse']"
福州-仓山区,8K-10K,java开发工程师,"['开发', '熟悉', 'J2EE', '经验', '能力', '优先', '语言', '轻量级', '计算机相关', 'JAVA', 'WEB', 'C++', 'Struts', 'Spring', 'Hibernate', 'Ibatis', 'ORACLE', 'SQLSERVER', 'HTML5', 'CSS']"
济南-高新区,6K-10K,java中高级工程师[济南],"['熟练', 'J2EE', '框架', '熟练掌握', '前台', '能力', '开发技术', 'JAVA', 'WEB', 'JS', 'CSS', 'AJAX', 'HTML5', 'MyBatis', 'Spring', 'SpringMVC', 'Hibernate', 'Tomcat', 'Redis', 'Memcached']"
大连,6K-8K,java软件工程师,"['熟悉', '熟练', '开发', '设计', '职位', '团队', '主流', '面向对象分析', '具备', '中间件', '预研', '计算机相关', 'Java', 'spring', 'hibernate', 'mybatis', 'Git', 'SVN', '管理软件', 'jetty']"
济南,5K-10K,中级java开发工程师,"['员工', '补助', '熟悉', '餐费', '免费', '年休假', '出差', '带薪', '提供', '奖励', '培训', '发放', '公司', '考评', '数据库', '绩效', '年终', '开发', '体检', '福利']"
济南-高新区,5K-8K,java开发工程师,"['熟悉', '提供', '补助', '开发', '数据库', '节假日', '经验', '设计', '生日', '编写', '待遇', '系统', '项目', '联调', '设计模式', '考勤', '年终奖金', '脚本语言', '职业规划', 'Java']"
济南,13K-15K,java高级工程师,"['经验', '熟练掌握', '开发', '项目', '程序开发', '开发技术', 'Spring', 'SpringMVC', 'Mybatis', 'MySQL', 'Oracle', 'redis', 'memcached', 'Eclipse', 'IDEA', '消息中间件', 'RabbitMQ', 'ActiveMQ', 'Kafka', 'Jsp']"
南京-建邺区,8K-15K,java开发工程师,"['员工', '培训', '五险', '一金', '相关', '节假日', '熟练', '经验', '开发', '丰厚', '奖金', '法定', '系统', '框架', '提供', '内偏', '享受', '职后', '具备', '基本工资']"
北京,8K-12K,中级JAVA软件开发工程师,"['精通', '设计', 'Java', '经验', '无障碍', '数据库', '编码', '独立', '编写', '优先', '设计模式', '具备', 'framework', 'J2EE', 'SSH', 'SQL', '岗位职责', '认真负责', '开发', '技术难题']"
武汉-武昌区,6K-7K,java中级工程师,"['熟悉', '技术', '开发', '文档', '项目', '框架', '测试计划', '设计模式', '前沿技术', '求精', '计算机相关', 'Java', 'Spring', 'Struts', 'Hibernate', 'Oracle', 'SQLServer', 'MySQL', 'OOP', 'OOB']"
北京,30K-60K,总工程师（java）,"['熟悉', '开发', '经验', '技术', '团队', '能力', 'Java', 'web', '优先', '设计', '智能', '责任心', '文档', '系统', '并发', '负责', '语音', '精通', '相关', '代理服务器']"
天津,5K-8K,java开发工程师,"['JAVA', '代码', '文档', '熟悉', '经验', '开发', '编写', '框架', '具备', 'Spring', 'mybatis', 'Web', 'JavaScript', 'html', 'json', 'ajax', 'vue', 'mysql', 'sql', '项目经理']"
厦门,6K-9K,Java开发工程师,"['熟悉', '技术', '计算机相关', '投本', 'JAVA', 'J2EE', 'Javascript', 'CSS', 'Html', 'Web', 'Spring', 'SpringMVC', 'Struts2', 'Hibernate', 'Mybatis', 'java', 'ORACLE', 'MySql', 'Eclipse', 'TOMCAT']"
沈阳-和平区,6K-12K,高级java开发工程师,"['熟悉', '数据库', 'Java', '30', '00', '产品', '设计', '开发', '劳动合同', '项目', '出差', '经验', '补助', '高额', '精通', '正式', '弹性', '主流', '双休', '沟通']"
西安,6K-8K,JAVA开发工程师,"['数据库', '参与', '熟练', '软件', '表达能力', '框架', '语句', '设计', '开发', '精通', '主流', '视图', '质量检查', 'JAVAWEB', 'JAVA', 'Spring', 'SpringMVC', 'MyBatis', 'Oracle', 'MySql']"
重庆,8K-15K,java中级工程师,"['开发', '熟悉', 'java', 'Redis', '编程', '组件', '解决问题', '代码', '技术', '面向对象分析', '分布式系统', '常用', '设计模式', '统招', '本科学历', 'JAVA', 'webRESTful', 'Spring', 'SpringCloud', 'myBatis']"
武汉-江汉区,8K-12K,Java中级开发工程师,"['分布式', '熟悉', '熟练', '经验', '设计', '文档', '架构', '开发', '编写', '优先', '框架', '多线程', '详细', '设计模式', '维护', '实习期', '高可用性', 'java', 'spring', 'mybatis']"
南京-鼓楼区,8K-14K,java开发工程师,"['JAVA', '程序设计', '经验', '开发', '项目', '团队', '沟通', '熟悉', '现有', '语言', '单元测试', 'bug', '计算机相关', 'SQL', 'Oracle', '岗位职责', '表达能力', '项目经理', '以上学历', '面向对象']"
上海,8K-10K,后端开发工程师（JAVA/PHP）,"['能力', '开发', '重大项目', '熟练', '常用', '开发技术', '项目分析', '3Y', 'java', 'php', 'coding', 'memcahce', 'maven', 'mysql', '线程', 'linux', 'nginx', 'apache', 'tomcat', 'nosql']"
郑州,6K-8K,JAVA工程师,"['技术', '开发', 'javaWeb', 'Android', 'Flex', 'Linux', '学习', '开发者', '熟练掌握', '自主', '责任心', '编程', '优先', '项目', '框架', '部署', '熟悉', 'Java', 'SpringMVC', 'SpringBoot']"
深圳,10K-20K,java开发工程师,"['编程', '经验', '开发', '文档', '熟悉', '技术', '编写', '能力', '习惯', 'API', '计算机相关', 'J2EE', 'Java', 'springmvc', 'mybatis', 'mq', 'redis', 'dubbo', '分布式服务', '岗位职责']"
贵阳,8K-10K,java开发高级工程师,"['J2EE', '主流', '熟悉', 'J2SE', 'springMVC', 'ehcache', 'mybatis', 'hibernate', 'velocity', 'ant', 'maven', 'Java', '体系结构', '数据库', '熟练', '后台', '扎实', '精通', '编写', '构建']"
西安,8K-10K,java高级开发工程师,"['框架', '经验', '技术', '设计', '数据库', '参与', '熟练', '优先', '开发', '软件', '业务', '语句', '搭建', '精通', '系统', '团队', '主流', '交流', '视图', '质量检查']"
长沙-芙蓉区,9K-12K,java开发工程师,"['设计', '开发', 'JAVA', '主流', '熟练', '系统', '代码', '免费', '技术', '测试人员', '双休', '朝九晚五', '语言', '带薪', '25', 'jfinal', 'Struts', 'iBatis', 'MyBatis', 'Hibernate']"
北京,15K-20K,高级JAVA软件开发工程师,"['精通', '经验', '设计', '无障碍', '数据库', '编码', '开发', '独立', '编写', '优先', '设计模式', '具备', '专业本科', '2.5', 'JAVA', 'Java', 'framework', 'java', 'J2EE', 'SSH']"
合肥,6K-12K,软件工程师（JAVA+带薪年假）,"['文档', '软件', '相关', '技术', '沟通', '研发', '熟悉', '常用', '系统维护', '习惯', '设计模式', '架构设计', 'bug', '单元测试', 'java', 'OOP', '前端开发', 'HTML', 'CSS', 'JS']"
青岛,5K-10K,java开发工程师,"['熟悉', 'JAVA', '项目经理', '分布式', '开发', '精通', '多线程', '谢谢合作', '源代码', '自学能力', '配合', '架构设计', '排配', 'Oracle', 'SQLServer', 'MySql', 'NoSql', 'MongoDB', 'Redis', 'Hbase']"
大连,8K-12K,java软件工程师,"['优先', '经验', '电商', '教育领域', 'MyBatis', 'Springboot', 'cloud3', 'Linux', '专研', '10', '有想感', '以上学历', '专科', '产品开发', '分发', '数据库', '乐于', '熟练', '热爱', '精通']"
北京-朝阳区,15K-20K,java开发工程师,"['经验', '熟悉', 'Java', '优先', '数据库', '梳理', '开发', '项目', '相关', '逻辑', '优化', '讨论', '电商', '任务分配', 'bug', '计算机相关', 'Struts', 'Spring', 'Hibernate', 'Ibatis']"
北京-东城区,12K-16K,高级Java开发工程师,"['经验', '能力', '开发', '优先', '团队', '沟通', '研发', '熟悉', '设计模式', 'Java', '10', '统招', 'spring', 'hibernate', 'struts', 'LDAP', 'oracle', 'sybase', 'sqlserver', 'unix']"
上海-闵行区,9K-18K,高级Java软件工程师（上海）,"['系统', '熟悉', '保证系统', '高可用性', 'Java', '开发', '评审', '代码', '主流', '常用', '可扩展性', '设计模式', '维护', '预研', 'JavaWeb', 'Spring', 'SpringMVC', 'Struts2', 'Hibernate', 'MyBatis']"
沈阳-东陵区（浑南新区）,4K-6K,java开发工程师,"['经验', '优先', '熟练掌握', '熟悉', '框架', '基本操作', '命令', 'spring', 'struts', 'hibernate2', 'springboot', 'oracle', 'mysql', 'sql', 'cas', 'css3', 'html', 'jquery', 'vue', 'linux']"
广州,8K-15K,中级Java开发工程师,"['00', '开发', 'JAVA', 'Spring', 'www', '长隆', '55', '号楼', '交通路线', '直走', '模块', '扎实', '设计', '福利', '春节', '项目', '员工', '团队', '熟悉', '有志者']"
福州-鼓楼区,15K-20K,高级java软件工程师,"['精通', '项目', '开发', '负责', '开发计划', '研发', '规范', '数据库', '熟练', '软件', '熟悉', '中间件', '计算机相关', '专业本科', 'java', 'J2EE', 'Java', 'Sybase', 'Oracle', 'DB2']"
呼和浩特,5K-8K,java开发工程师,"['编写', '熟悉', '熟练掌握', '编程', '知识', '相关', '模块', '负责', '开发', '能力', '多线程', '优化', '自学能力', '具备', '中间件', '统招', '2018', 'Java', 'JSDK', 'J2EE']"
宁波-鄞州区,15K-25K,java中级工程师,"['技术', '系统', '调优', 'Java', '设计', '开发', '参与', '优化', '文档', '熟悉', '架构', '工程师', '工作勤奋', '分布式系统', '网站', '指导', '性能', '开发人员', '源码', '运维']"
长沙,4K-6K,JAVA开发工程师,"['年薪', '补助', 'java', '10', '30', '数据库', '优先', '双休', '程序开发', '系统维护', '年终奖金', 'extjs', 'jsp', 'oracle', '五险', '一金', '20', '假及', '山南路', '程序语言']"
青岛,80K-150K,java开发工程师,"['管理', '优先', '熟悉', '架构', '阿里', 'JAVA', 'ITSS', 'MES', 'DUBBO', 'PAAS', 'HOP4', '开发', '开发者', '端点', '机电设备', '分布式', '煤质', '系统', '技术开发', '煤炭行业']"
大连-甘井子区,10K-15K,JAVA后端开发工程师,"['熟悉', 'Linux', '文档', '常用', '技术', '架构', '精通', '设计模式', '前沿技术', 'Java', 'Spring', 'SpringMVC', 'MyBatis', 'TCP', 'IP', 'HTTP', 'Unix', 'MySQL', 'NoSQL', 'RPC']"
贵阳,4K-8K,JAVA研发工程师,"['数据库', '精通', '版本控制', '熟悉', '开发技术', '基本操作', '本科学历', 'java', 'JSP', 'Servlet', 'Spring', 'Springmvc', 'hibernate', 'JavaScript', 'jquery', 'WEB', 'Myeclipse', 'SVN', 'oracle', 'mysql']"
石家庄,8K-12K,Java软件开发工程师（大数据方向）,"['熟悉', 'Hadoop', '经验', '数据处理', 'Spark', 'Hive', 'HBase', '数据', '开发', '海量', '分布式系统', '架构设计', 'kafka', '架构', '集群', '相关', '数据源', '数据挖掘', '精读', '源码']"
上海-浦东新区,12K-16K,java开发工程师,"['模块', '开发', '精通', '项目', '沟通', '开发技术', '自学能力', '习惯', '理解', '软件缺陷', '统招', '学信', '网可查', '计算机相关', 'java', 'j2ee', 'MVC', 'spring', 'dubbo3', 'jsp']"
深圳,15K-20K,系统架构师/JAVA高级工程师,"['精通', '经验', '优先', '技术', '架构', '构建', '框架', '多线程', '产品', '分布式系统', '数据挖掘', '开发技术', '具备', '大型软件', 'OA', 'CRM', 'dubbo', 'zookeeper', 'springCloud', 'Java']"
上海,10K-15K,javascript前端工程师,"['前端', '熟练', '精通', '前端开发', 'jquery', 'js', '开发', '框架', '主流', '类库', '熟悉', '自学能力', '插件', 'JAVASCRIPT', 'JQUERY', 'JQUERYUI', 'AMD', 'HTML', 'JSON', 'CSS']"
合肥,7K-12K,JAVA软件开发工程师（中级）,"['优先', '熟悉', '带薪', '福利', 'JAVA', '薪资', '培训', '数据库', '经验', '开发', '假期', '办公', '节日', '年休假', '岗前', '蜀山区', '意识', '设计模式', '优秀员工', 'JavaWeb']"
成都,4K-6K,技术支持工程师—Java/C，C++,"['Java', 'C++', '技术', '客户', '构建', '英语', '能力', '相关', '产品', '熟悉', '保质', '带薪', '年终奖金', '五险', '一金', '岗位职责', '编程语言', '专业培训', '福利待遇', '以上学历']"
北京,8K-15K,java开发工程师,"['经验', '熟练', '开发', '框架', '编写', '代码', '多线程', '面向对象编程', 'Java', 'Bootstrap', 'Vue', 'Echarts', 'SpringBoot', 'Spring', 'Hibernate', 'Mybatis', 'JSP', 'JavaScript', 'CSS', 'HTML']"
深圳,10K-15K,java开发工程师,"['JavaEE', '经验', '设计', '开发', '优先', '项目', '框架', '优化', '熟悉', '数据量', '语言', '1.5', 'java', 'Linux', 'SE', 'Java', 'J2EE', 'Springboot', 'springcloud', 'Hibernate']"
合肥-高新区,4K-6K,JAVA软件工程师助理（提供零基础免费培养）,"['带薪休假', '优先', '福利待遇', '学习', '技能', '提供', '双休', '计算机', '岗前', '电脑操作', '婚假', '职者', '下能', '丧假', '生日会', '10', '岗位职责', '年终奖', '病假', '软件工程']"
济南,6K-8K,java开发工程师,"['熟悉', '数据库', '开发', '技术', '常用', '计算机相关', 'Java', 'J2EE', 'JSP', 'Servlet', 'mybatis', 'Springmvc', 'MyEclipse', 'ext', 'JavaWeb', 'Unix', 'Linux', 'Oracle', 'MySQLcluster', '岗位职责']"
广州,12K-17K,JAVA开发工程师（高级）,"['文档', '负责', '经验', '开发', '优先', '熟悉', '程序代码', '计算机相关', 'java', '分布式服务', 'springmvc', 'dubbo', 'maven', 'git', '调优', 'nginx', 'redis', '功能', '开源', '以上学历']"
西安,8K-14K,【新项目急招】JAVA开发工程师,"['岗位', '开发', '熟悉', '数据库', '算法', '精通', '氛围', '团队', '常用软件', '通信协议', '韩语', '年休假', '设计模式', '带薪', 'JAVA', '12', '1.2', 'JavaWeb', 'Web', 'ES5']"
扬州,6K-8K,java工程师,"['开发', 'Java', '本科', '熟练', '经验', '精通', '任职', '行业软件', 'JAVA', 'WEB', '计算机相关', 'CET4', 'JavaServlet', 'JavaBean', 'SprintMvc', 'Struts2', 'Javascript', 'HTML', 'MySQL', 'Apache']"
唐山,4K-6K,JAVA软件开发工程师,"['熟悉', '熟练', '团队', '技术', '设计', '高效', '能力', '项目', '相关', '沟通', '服务器进行', '运维', 'Java', 'Struts', 'Hibernate', 'Spring', 'Ibatis', 'Ajax', 'Xml', 'Javascript']"
合肥,6K-8K,JAVA高级软件工程师,"['熟练掌握', 'JAVA', '理工类', '查询语言', '经验', '精神', '刻苦钻研', '开发', '以上学历', '大专', '软件开发', '责任心', '数据库', '主动性', '工程师', '优先', '软件', '框架', '团队', '主流']"
成都,10K-15K,javaweb高级软件开发工程师,"['精通', '开发', '能力', 'javaweb', '文档', '技术', '架构', '数据库', '经验', '编写', '业务', '高级', '具备', '功能设计', '架构设计', 'java', 'linux', 'nosql', '10', '11']"
